title,photo_url,res1,res2,res3,res4,mos1,mos2,mos3,mos4,final_mos
  a penguin is standing next to an igloo,https://storage.yandexcloud.net/svg-images-first-pack/good02FebruaryIcyPenguinsvg.png,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.5
  santa claus cutout template,https://storage.yandexcloud.net/svg-images-first-pack/goodcolouredcraftsheetsantasvg.png,5.0,5.0,5.0,5.0,5.0,4.5,4.0,4.0,4.375
  birthday cake clipart,https://storage.yandexcloud.net/svg-images-first-pack/goodbolosvg.png,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/goodComicCharacter7svg.png,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/goodComicCharacter273svg.png,5.0,5.0,5.0,5.0,4.5,5.0,4.0,4.0,4.375
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/goodBeijingCapitalInternationalAirport1svg.png,5.0,6.0,6.0,5.0,3.0,3.5,3.5,3.0,3.25
  close all button on a black background,https://storage.yandexcloud.net/svg-images-first-pack/goodclosedsvg.png,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.5
  a cartoon insect with yellow eyes and black body,https://storage.yandexcloud.net/svg-images-first-pack/goodArchitettoFormiconasvg.png,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.5
"  a marijuana leaf with a yellow, orange and green color",https://storage.yandexcloud.net/svg-images-first-pack/good1463447387IIsvg.png,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.25
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/goodcafe15svg.png,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
  a pink square with a heart in the center,https://storage.yandexcloud.net/svg-images-first-pack/good1277065539svg.png,6.0,6.0,6.0,6.0,3.5,3.5,3.5,3.5,3.5
  a printer with a screen on top of it,https://storage.yandexcloud.net/svg-images-first-pack/goodcopymachinesvg.png,5.0,5.0,5.0,5.0,4.5,4.5,4.5,4.5,4.5
  a cartoon horse head with a big nose,https://storage.yandexcloud.net/svg-images-first-pack/good1529422573svg.png,4.0,5.0,5.0,5.0,4.0,4.5,4.0,4.0,4.125
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/good1529489965svg.png,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.5
  a drawing of two men in costume holding a large mirror,https://storage.yandexcloud.net/svg-images-first-pack/good1541564273svg.png,4.0,3.0,4.0,3.0,4.0,3.0,3.5,3.5,3.5
  a red and blue butterfly with a black and white background,https://storage.yandexcloud.net/svg-images-first-pack/good1362169827svg.png,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.5
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/goodclipart0021svg.png,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/goodcantocorechinesesvg.png,1.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,2.25
  the legend of zelda logo on a black background,https://storage.yandexcloud.net/svg-images-first-pack/good1303437701svg.png,4.0,3.0,3.0,4.0,3.5,3.0,3.0,3.5,3.25
  the word калинини по полов,https://storage.yandexcloud.net/svg-images-first-pack/good1509310938svg.png,2.0,2.0,2.0,2.0,1.5,1.5,1.5,1.5,1.5
  a circular design with a rainbow colored spiral,https://storage.yandexcloud.net/svg-images-first-pack/good1347390258svg.png,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.75
  figure skating clip art,https://storage.yandexcloud.net/svg-images-first-pack/good1552413143svg.png,4.0,4.0,4.0,4.0,4.5,4.5,4.5,4.5,4.5
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/goodbitcoinblock2svg.png,3.0,2.0,2.0,2.0,4.0,3.5,3.5,3.5,3.625
  a yellow notebook with a pencil and a pen,https://storage.yandexcloud.net/svg-images-first-pack/goodArchitettoBlocconotessvg.png,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
  a blue and gray sphere with a curved shape,https://storage.yandexcloud.net/svg-images-first-pack/good3DSpherebluesvg.png,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
  silhouette of a man in a suit and tie,https://storage.yandexcloud.net/svg-images-first-pack/goodbusinessmanavatarsvg.png,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
  a bird is perched on a tree branch in the middle of a green background,https://storage.yandexcloud.net/svg-images-first-pack/good037branchbird204830397svg.png,5.0,5.0,5.0,5.0,5.0,4.5,4.5,4.5,4.625
  a black and white biohazard symbol,https://storage.yandexcloud.net/svg-images-first-pack/goodAnonymousbiohazardsvg.png,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
  a cartoon man with a red nose and a blue shirt,https://storage.yandexcloud.net/svg-images-first-pack/good1532581582svg.png,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
  a red and black exclamation mark on a white background,https://storage.yandexcloud.net/svg-images-first-pack/goodawesomedangersvg.png,2.0,2.0,2.0,2.0,3.0,3.5,3.5,3.5,3.375
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/goodBalloonoutlinessvg.png,2.0,2.0,2.0,2.0,1.5,1.5,1.5,1.5,1.5
  a red apple on a black background,https://storage.yandexcloud.net/svg-images-first-pack/goodbirdleAnotherApplesvg.png,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/goodBrassScalesOfJusticeSilhouettesvg.png,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
  a letter z with pink and green dots,https://storage.yandexcloud.net/svg-images-first-pack/good15286130721svg.png,5.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/good020svg.png,1.0,1.0,2.0,1.0,3.0,3.0,3.5,3.0,3.125
  a gray cat reaching up to catch a ball,https://storage.yandexcloud.net/svg-images-first-pack/goodCatPose22015060816svg.png,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
  a man in a purple shirt and blue jeans,https://storage.yandexcloud.net/svg-images-first-pack/good1553971808svg.png,4.0,4.0,4.0,4.0,4.0,4.0,4.5,4.5,4.25
  a cartoon lightning bolt with the word bam on it,https://storage.yandexcloud.net/svg-images-first-pack/goodCartoonthundersvg.png,4.0,4.0,4.0,4.0,4.5,4.5,4.5,4.5,4.5
  an illustration of a boy with a broken arm,https://storage.yandexcloud.net/svg-images-first-pack/goodAfricanPatientnobgsvg.png,5.0,5.0,5.0,5.0,4.5,4.5,4.5,4.5,4.5
  an anchor on a black background,https://storage.yandexcloud.net/svg-images-first-pack/good1429388431svg.png,4.0,1.0,5.0,5.0,4.0,1.0,5.0,5.0,3.75
"  a, b, c, d, e, f, g, h, i, j,",https://storage.yandexcloud.net/svg-images-first-pack/goodAKASHsvg.png,4.0,4.0,4.0,4.0,4.5,4.5,4.5,4.5,4.5
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/goodChrisdesignTreesilhouettes2svg.png,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
  god is love clipart,https://storage.yandexcloud.net/svg-images-first-pack/good1552927559svg.png,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
  a cartoon clown with purple hair and stars on his face,https://storage.yandexcloud.net/svg-images-first-pack/good570311svg.png,5.0,4.0,5.0,4.0,4.0,3.5,3.5,3.5,3.625
  a small box with a red arrow pointing to it,https://storage.yandexcloud.net/svg-images-first-pack/goodConditioningBoxsvg.png,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.75
  a pixel worm is shown on a black background,https://storage.yandexcloud.net/svg-images-first-pack/goodBeagleBrosInchwormsvg.png,4.0,4.0,4.0,5.0,2.5,3.0,3.0,3.5,3.0
  a cartoon face with the words fffff,https://storage.yandexcloud.net/svg-images-first-pack/goodangrysmileysvg.png,5.0,2.0,2.0,5.0,5.0,2.0,2.0,5.0,3.5
  a cute little yellow chicken with pink eyes,https://storage.yandexcloud.net/svg-images-first-pack/good1537213264svg.png,4.0,4.0,4.0,4.0,4.5,3.5,4.0,3.0,3.75
  a blue and black arrow with a black handle,https://storage.yandexcloud.net/svg-images-first-pack/goodawlsvg.png,4.0,4.0,3.0,3.0,4.0,4.0,3.5,3.5,3.75
  children of sandy hook ct we love you,https://storage.yandexcloud.net/svg-images-first-pack/goodchildrenofsandyhoohCTsvg.png,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.5
  a cartoon girl holding a paintbrush,https://storage.yandexcloud.net/svg-images-first-pack/good550208svg.png,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
  an illustration of a man in a blue robe and gold crown,https://storage.yandexcloud.net/svg-images-first-pack/good14thCenturyBishopsvg.png,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/goodASCIIDecoArvin61r58svg.png,5.0,2.0,3.0,2.0,5.0,2.0,3.0,2.0,3.0
  a bar graph with a line going up and down,https://storage.yandexcloud.net/svg-images-first-pack/goodascdescsvg.png,5.0,3.0,2.0,3.0,4.5,3.5,2.0,2.5,3.125
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/goodAbschreckendesBeispiel06svg.png,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.5
  a set of different holiday icons,https://storage.yandexcloud.net/svg-images-first-pack/goodBeagleBrosHolidayssvg.png,3.0,2.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0
  a black and white drawing of a woman with glasses,https://storage.yandexcloud.net/svg-images-first-pack/good1299345065svg.png,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.75
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/goodaigadownarrowsvg.png,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.5
  play tv logo vector,https://storage.yandexcloud.net/svg-images-first-pack/good1540596359svg.png,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
  the logo for the group is shown in black,https://storage.yandexcloud.net/svg-images-first-pack/good1547305619svg.png,5.0,5.0,5.0,5.0,4.5,4.5,4.5,4.5,4.5
  a cartoon girl with long blonde hair and a pink dress,https://storage.yandexcloud.net/svg-images-first-pack/good1430973718svg.png,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
  a cartoon character with blue hair and a yellow star,https://storage.yandexcloud.net/svg-images-first-pack/good570124svg.png,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
  headphones icon png,https://storage.yandexcloud.net/svg-images-first-pack/good1388485586svg.png,5.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,4.5
  a red button on a yellow gear wheel,https://storage.yandexcloud.net/svg-images-first-pack/goodAnonymousKexisvg.png,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.75
  the flag of the republic of samoa,https://storage.yandexcloud.net/svg-images-first-pack/goodbqsvg.png,1.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,2.5
  a bunch of different colored shoes and legs,https://storage.yandexcloud.net/svg-images-first-pack/goodBitCloneWalksvg.png,5.0,4.0,3.0,2.0,5.0,4.5,4.0,3.5,4.25
  the color of the rainbow is shown in this image,https://storage.yandexcloud.net/svg-images-first-pack/good6e84e564svg.png,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.75
  a man is walking through a bunch of green and black dots,https://storage.yandexcloud.net/svg-images-first-pack/good1544068494svg.png,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.75
  a cartoon boy holding a bouquet of flowers,https://storage.yandexcloud.net/svg-images-first-pack/good570110svg.png,1.0,3.0,3.0,3.0,2.5,3.5,3.5,3.5,3.25
  the word child hood is written in green letters on a black background,https://storage.yandexcloud.net/svg-images-first-pack/good1483735502svg.png,3.0,2.0,2.0,3.0,4.0,1.5,1.5,2.0,2.25
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/good1538858414svg.png,4.0,4.0,3.0,4.0,4.5,4.5,4.0,4.5,4.375
  grim reaper vector clip art,https://storage.yandexcloud.net/svg-images-first-pack/good1434877937svg.png,3.0,3.0,4.0,3.0,3.0,3.0,3.5,3.0,3.125
  a can of soda with lime and japanese writing,https://storage.yandexcloud.net/svg-images-first-pack/goodchuhaiLimonsvg.png,1.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,1.75
  a cartoon panda bear holding an envelope,https://storage.yandexcloud.net/svg-images-first-pack/good1529355442svg.png,1.0,5.0,5.0,5.0,2.5,4.5,5.0,5.0,4.25
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/goodbasicshield1svg.png,5.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.5
  a cartoon character of a hindu god running,https://storage.yandexcloud.net/svg-images-first-pack/goodbima2svg.png,1.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,4.5
  a cartoon man with glasses and glasses looking at a bug,https://storage.yandexcloud.net/svg-images-first-pack/good1533629057svg.png,4.0,4.0,4.0,4.0,3.5,3.0,3.5,4.0,3.5
  a military vehicle with a green and brown camouflage,https://storage.yandexcloud.net/svg-images-first-pack/goodBradleysvg.png,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0
  two coconuts with white wings on a black background,https://storage.yandexcloud.net/svg-images-first-pack/good1310883528svg.png,1.0,4.0,2.0,1.0,1.0,4.0,2.0,1.0,2.0
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/goodArtFavorDangerInDeepSpace05svg.png,5.0,5.0,2.0,3.0,5.0,5.0,2.0,3.0,3.75
  pharmacaia logo with a castle and clock,https://storage.yandexcloud.net/svg-images-first-pack/goodCIDADEPHARMACIAsvg.png,1.0,2.0,2.0,1.0,3.0,3.5,3.5,3.0,3.25
  a rocket with the word break on it,https://storage.yandexcloud.net/svg-images-first-pack/goodBreakTime1Arvin61r58svg.png,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.25
  the chinese flag icon,https://storage.yandexcloud.net/svg-images-first-pack/goodcnsvg.png,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
  a lighthouse and a group of jets flying in formation,https://storage.yandexcloud.net/svg-images-first-pack/goodBlueAngelsLighthousesvg.png,1.0,4.0,4.0,4.0,3.0,4.5,4.5,4.5,4.125
  flag of the british cayman islands,https://storage.yandexcloud.net/svg-images-first-pack/goodaisvg.png,1.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,3.25
  a drawing of a windmill with a red and blue flag,https://storage.yandexcloud.net/svg-images-first-pack/good1528056785svg.png,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.75
  pixel soccer ball vector illustration,https://storage.yandexcloud.net/svg-images-first-pack/goodBallsvg.png,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.75
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/goodComicCharacter328svg.png,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/goodBanner4svg.png,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
  a cartoon orange doll with a red hair,https://storage.yandexcloud.net/svg-images-first-pack/good550526svg.png,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
  ink clipart vector png,https://storage.yandexcloud.net/svg-images-first-pack/good1536902497svg.png,5.0,3.0,3.0,4.0,5.0,3.0,3.0,4.0,3.75
  three fish flags with colorful flags on them,https://storage.yandexcloud.net/svg-images-first-pack/good1551199255svg.png,4.0,4.0,2.0,4.0,3.5,4.0,3.0,4.0,3.625
  a brown bug with a black background,https://storage.yandexcloud.net/svg-images-first-pack/goodccockroachsvg.png,1.0,4.0,4.0,3.0,1.0,4.0,4.0,3.0,3.0
  a green and yellow flag with a black hat on it,https://storage.yandexcloud.net/svg-images-first-pack/goodAnonymousCensoredBR2svg.png,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.5,4.125
  two swords with red and brown handles,https://storage.yandexcloud.net/svg-images-first-pack/good1541470724svg.png,5.0,5.0,5.0,5.0,4.5,4.5,4.5,5.0,4.625
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/good3060119618700iceskatingboyandgirlvectorillsvg.png,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.5
  a green pencil with a long handle,https://storage.yandexcloud.net/svg-images-first-pack/goodBeNzpensvg.png,5.0,5.0,5.0,5.0,5.0,4.5,4.5,5.0,4.75
  the china map is made up of many different colored squares,https://storage.yandexcloud.net/svg-images-first-pack/good1542314617svg.png,5.0,5.0,5.0,3.0,4.0,4.5,4.5,4.0,4.25
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/good1539587664svg.png,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
  a cartoon man playing guitar with the flag of venezuela,https://storage.yandexcloud.net/svg-images-first-pack/goodAliPrimera001SVGsvg.png,4.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.25
  the logo for the e logo,https://storage.yandexcloud.net/svg-images-first-pack/good1469652853svg.png,1.0,4.0,3.0,2.0,2.0,3.5,3.0,2.5,2.75
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/goodCormorantsvg.png,1.0,4.0,2.0,2.0,1.0,4.0,2.0,2.0,2.25
  mouse clip art png,https://storage.yandexcloud.net/svg-images-first-pack/good1320610174svg.png,5.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.5
  an umbrella with a drink and camera on it,https://storage.yandexcloud.net/svg-images-first-pack/good2221019payungpantaisvg.png,3.0,3.0,3.0,4.0,4.0,3.5,4.0,4.0,3.875
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/goodBuggy2svg.png,1.0,1.0,3.0,4.0,3.0,3.0,4.0,4.5,3.625
  a yellow padlock on a black background,https://storage.yandexcloud.net/svg-images-first-pack/goodbloqueosvg.png,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.75
  a blue and white bus sign on a black background,https://storage.yandexcloud.net/svg-images-first-pack/good1353835705svg.png,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.75
  a blue and white logo with a bird on it,https://storage.yandexcloud.net/svg-images-first-pack/goodCFSLogothumbnailsvg.png,4.0,4.0,3.0,4.0,3.5,3.5,3.0,3.5,3.375
  a red and white number ball with the number 31,https://storage.yandexcloud.net/svg-images-first-pack/good1387959421svg.png,4.0,4.0,4.0,4.0,3.5,3.5,3.5,3.5,3.5
  a figure skating silhouette is made up of colorful squares,https://storage.yandexcloud.net/svg-images-first-pack/goodChromaticCheckeredCrystallineIceSkatingWomansvg.png,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
  the obstacle is the way,https://storage.yandexcloud.net/svg-images-first-pack/goodAchievementsvg.png,3.0,2.0,2.0,2.0,4.0,3.5,3.5,3.5,3.625
  a black car with the tail lights on,https://storage.yandexcloud.net/svg-images-first-pack/goodCarBackViewsvg.png,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0
  an old fashioned bird and eggs in a nest,https://storage.yandexcloud.net/svg-images-first-pack/goodCigCardGoldfinchsvg.png,4.0,4.0,4.0,4.0,4.0,4.0,4.5,4.5,4.25
  a black background with orange arrows and a face,https://storage.yandexcloud.net/svg-images-first-pack/good1402077897svg.png,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.75
  a white square with a line drawn through it,https://storage.yandexcloud.net/svg-images-first-pack/good2A0A4IIsvg.png,2.0,3.0,3.0,3.0,3.5,4.0,4.0,4.0,3.875
  colombia flag cape clipart,https://storage.yandexcloud.net/svg-images-first-pack/good1307710105svg.png,5.0,3.0,2.0,2.0,5.0,4.0,3.5,3.5,4.0
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/good1273488150svg.png,1.0,1.0,3.0,1.0,3.0,3.0,4.0,3.0,3.25
  a man in a top hat and suit holding a cane,https://storage.yandexcloud.net/svg-images-first-pack/goodCigCardStocksvg.png,5.0,5.0,5.0,2.0,3.5,3.5,3.5,2.5,3.25
  a printer with a check list on it,https://storage.yandexcloud.net/svg-images-first-pack/good1516721454svg.png,5.0,5.0,3.0,2.0,5.0,4.5,3.0,2.5,3.75
  a cat is sitting on the letter c with flowers and butterflies,https://storage.yandexcloud.net/svg-images-first-pack/goodCatAlphabetLetterCsvg.png,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0
  a black background with a white clock on it,https://storage.yandexcloud.net/svg-images-first-pack/goodclipartCopysvg.png,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
  a cartoon girl in a blue dress,https://storage.yandexcloud.net/svg-images-first-pack/good1371004442svg.png,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
  a red and white traffic sign,https://storage.yandexcloud.net/svg-images-first-pack/goodb0svg.png,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0
  ay no for evil,https://storage.yandexcloud.net/svg-images-first-pack/goodactaevilsvg.png,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
